state,district,year,nitrate,sdp,gini index
west bengal,24 paraganas north,2000,7.375,129691.0,
west bengal,24 paraganas north,2001,35.836666,139057.0,
west bengal,24 paraganas north,2002,11.273889,143931.0,
west bengal,24 paraganas north,2003,35.836666,152388.0,
west bengal,24 paraganas north,2004,6.1854167,190029.0,
west bengal,24 paraganas north,2005,18.0,201994.0,
west bengal,24 paraganas north,2006,35.836666,217849.0,
west bengal,24 paraganas north,2007,6.1915002,234798.0,
west bengal,24 paraganas north,2008,12.0,244262.0,
west bengal,24 paraganas north,2009,35.836666,263230.0,
west bengal,24 paraganas north,2010,35.836666,279191.0,
west bengal,24 paraganas north,2011,35.836666,473205.0,
west bengal,24 paraganas north,2012,35.836666,492901.0,
west bengal,24 paraganas north,2013,35.836666,503952.0,
west bengal,24 paraganas north,2014,35.836666,515702.0,
west bengal,24 paraganas north,2015,35.836666,546988.0,
west bengal,24 paraganas north,2016,17.093334,584911.0,
west bengal,24 paraganas north,2017,6.3233333,623787.0,
west bengal,24 paraganas north,2018,6.8807812,659288.0,
west bengal,24 paraganas south,2000,3.9666667,129691.0,
west bengal,24 paraganas south,2001,18.095715,139057.0,
west bengal,24 paraganas south,2002,2.6500001,143931.0,
west bengal,24 paraganas south,2003,35.836666,152388.0,
west bengal,24 paraganas south,2004,7.1428571,190029.0,
west bengal,24 paraganas south,2005,4.5500002,201994.0,
west bengal,24 paraganas south,2006,35.836666,217849.0,
west bengal,24 paraganas south,2007,6.7747369,234798.0,
west bengal,24 paraganas south,2008,35.836666,244262.0,
west bengal,24 paraganas south,2009,8.272727,263230.0,
west bengal,24 paraganas south,2010,35.836666,279191.0,
west bengal,24 paraganas south,2011,35.836666,473205.0,
west bengal,24 paraganas south,2012,5.6059999,492901.0,
west bengal,24 paraganas south,2013,3.768889,503952.0,
west bengal,24 paraganas south,2014,35.836666,515702.0,
west bengal,24 paraganas south,2015,35.836666,546988.0,
west bengal,24 paraganas south,2016,4.6857142,584911.0,
west bengal,24 paraganas south,2017,17.50926,623787.0,
west bengal,24 paraganas south,2018,1.0442858,659288.0,
telangana,adilabad,2000,59.799999,273096.73333333334,0.37
telangana,adilabad,2001,26.78857,273096.73333333334,0.37
telangana,adilabad,2002,32.011429,273096.73333333334,0.37
telangana,adilabad,2003,62.0,273096.73333333334,0.37
telangana,adilabad,2004,48.5,79916.0,0.37
telangana,adilabad,2005,62.0,92751.0,0.37
telangana,adilabad,2006,54.836365,102977.0,0.37
telangana,adilabad,2007,55.700001,113456.0,0.37
telangana,adilabad,2008,92.36364,128918.0,0.37
telangana,adilabad,2009,81.375,129267.0,0.37
telangana,adilabad,2010,69.818184,152123.0,0.37
telangana,adilabad,2011,108.90909,325139.0,0.37
telangana,adilabad,2012,66.333336,334205.0,0.37
telangana,adilabad,2013,89.272728,349593.0,0.37
telangana,adilabad,2014,73.63636,372897.0,0.37
telangana,adilabad,2015,79.666664,416892.0,0.37
telangana,adilabad,2016,122.75,455731.0,0.37
telangana,adilabad,2017,52.166668,498145.0,0.37
telangana,adilabad,2018,46.0,544441.0,0.37
uttar pradesh,agra,2000,16.857143,160015.0,0.26
uttar pradesh,agra,2001,35.836666,162926.0,0.26
uttar pradesh,agra,2002,74.5,168198.0,0.26
uttar pradesh,agra,2003,35.836666,177054.0,0.26
uttar pradesh,agra,2004,26.799999,231029.0,0.26
uttar pradesh,agra,2005,57.691666,244514.0,0.26
uttar pradesh,agra,2006,35.836666,263935.0,0.26
uttar pradesh,agra,2007,35.836666,280851.0,0.26
uttar pradesh,agra,2008,35.836666,302192.0,0.26
uttar pradesh,agra,2009,35.836666,320989.0,0.26
uttar pradesh,agra,2010,35.836666,346621.0,0.26
uttar pradesh,agra,2011,35.836666,645132.0,0.26
uttar pradesh,agra,2012,35.836666,673552.0,0.26
uttar pradesh,agra,2013,35.836666,707469.0,0.26
uttar pradesh,agra,2014,35.836666,729686.0,0.26
uttar pradesh,agra,2015,35.836666,792049.0,0.26
uttar pradesh,agra,2016,53.331429,888453.0,0.26
uttar pradesh,agra,2017,35.836666,922458.0,0.26
uttar pradesh,agra,2018,15.202857,949184.0,0.26
gujarat,ahmadabad,2000,105.8,86431.0,
gujarat,ahmadabad,2001,35.836666,93455.0,
gujarat,ahmadabad,2002,31.846153,101603.0,
gujarat,ahmadabad,2003,35.836666,118525.0,
gujarat,ahmadabad,2004,25.200001,172265.0,
gujarat,ahmadabad,2005,61.333332,197270.0,
gujarat,ahmadabad,2006,87.058334,213954.0,
gujarat,ahmadabad,2007,55.5,239253.0,
gujarat,ahmadabad,2008,37.799999,249480.0,
gujarat,ahmadabad,2009,89.099998,284732.0,
gujarat,ahmadabad,2010,144.0,315892.0,
gujarat,ahmadabad,2011,66.800003,532809.0,
gujarat,ahmadabad,2012,33.666668,596659.0,
gujarat,ahmadabad,2013,32.5,641489.0,
gujarat,ahmadabad,2014,40.272728,705629.0,
gujarat,ahmadabad,2015,16.299999,774775.0,
gujarat,ahmadabad,2016,29.799999,843930.0,
gujarat,ahmadabad,2017,217.7,946511.0,
gujarat,ahmadabad,2018,29.125,1034399.0,
maharashtra,ahmednagar,2000,32.275864,210526.0,
maharashtra,ahmednagar,2001,111.92,217963.0,
maharashtra,ahmednagar,2002,66.599998,232994.0,
maharashtra,ahmednagar,2003,35.836666,250989.0,
maharashtra,ahmednagar,2004,58.882355,370023.0,
maharashtra,ahmednagar,2005,83.533333,423632.0,
maharashtra,ahmednagar,2006,61.820515,481983.0,
maharashtra,ahmednagar,2007,95.085365,538081.0,
maharashtra,ahmednagar,2008,68.929756,546533.0,
maharashtra,ahmednagar,2009,110.8,599338.0,
maharashtra,ahmednagar,2010,89.0,667625.0,
maharashtra,ahmednagar,2011,68.8125,1126595.0,
maharashtra,ahmednagar,2012,29.086956,1189711.0,
maharashtra,ahmednagar,2013,31.222221,1267551.0,
maharashtra,ahmednagar,2014,27.733334,1345341.0,
maharashtra,ahmednagar,2015,25.631578,1452513.0,
maharashtra,ahmednagar,2016,20.6,1596121.0,
maharashtra,ahmednagar,2017,107.65484,1661065.0,
maharashtra,ahmednagar,2018,30.12245,1728578.0,
rajasthan,ajmer,2000,47.32143,71764.0,0.31
rajasthan,ajmer,2001,43.796452,79936.0,0.31
rajasthan,ajmer,2002,54.687271,70333.0,0.31
rajasthan,ajmer,2003,35.836666,92712.0,0.31
rajasthan,ajmer,2004,47.279312,112636.0,0.31
rajasthan,ajmer,2005,79.463638,120202.0,0.31
rajasthan,ajmer,2006,91.73333,134350.0,0.31
rajasthan,ajmer,2007,83.324089,140471.0,0.31
rajasthan,ajmer,2008,54.0625,152284.0,0.31
rajasthan,ajmer,2009,40.196205,161159.0,0.31
rajasthan,ajmer,2010,36.700909,185366.0,0.31
rajasthan,ajmer,2011,59.147144,395331.0,0.31
rajasthan,ajmer,2012,65.192307,409802.0,0.31
rajasthan,ajmer,2013,102.25,434292.0,0.31
rajasthan,ajmer,2014,43.238094,465408.0,0.31
rajasthan,ajmer,2015,132.0,501922.0,0.31
rajasthan,ajmer,2016,30.833334,529650.0,0.31
rajasthan,ajmer,2017,65.454544,557618.0,0.31
rajasthan,ajmer,2018,69.010529,568102.0,0.31
maharashtra,akola,2000,154.45454,210526.0,0.25
maharashtra,akola,2001,27.357143,217963.0,0.25
maharashtra,akola,2002,19.200001,232994.0,0.25
maharashtra,akola,2003,35.836666,250989.0,0.25
maharashtra,akola,2004,89.894737,370023.0,0.25
maharashtra,akola,2005,80.181816,423632.0,0.25
maharashtra,akola,2006,59.615383,481983.0,0.25
maharashtra,akola,2007,90.11895,538081.0,0.25
maharashtra,akola,2008,82.89875,546533.0,0.25
maharashtra,akola,2009,105.53846,599338.0,0.25
maharashtra,akola,2010,105.22222,667625.0,0.25
maharashtra,akola,2011,104.85714,1126595.0,0.25
maharashtra,akola,2012,45.833332,1189711.0,0.25
maharashtra,akola,2013,41.53846,1267551.0,0.25
maharashtra,akola,2014,0.0,1345341.0,0.25
maharashtra,akola,2015,34.5,1452513.0,0.25
maharashtra,akola,2016,36.714287,1596121.0,0.25
maharashtra,akola,2017,78.285713,1661065.0,0.25
maharashtra,akola,2018,27.8125,1728578.0,0.25
kerala,alappuzha,2000,3.3499999,62909.0,0.32
kerala,alappuzha,2001,6.7789474,66052.0,0.32
kerala,alappuzha,2002,4.4277778,70885.0,0.32
kerala,alappuzha,2003,35.836666,75479.0,0.32
kerala,alappuzha,2004,13.4564,104776.0,0.32
kerala,alappuzha,2005,5.2645831,115500.0,0.32
kerala,alappuzha,2006,35.836666,124625.0,0.32
kerala,alappuzha,2007,5.7787881,135747.0,0.32
kerala,alappuzha,2008,1.6,144094.0,0.32
kerala,alappuzha,2009,5.895278,157123.0,0.32
kerala,alappuzha,2010,4.7421622,167178.0,0.32
kerala,alappuzha,2011,4.0329413,328021.0,0.32
kerala,alappuzha,2012,7.1212502,348616.0,0.32
kerala,alappuzha,2013,5.6789999,364707.0,0.32
kerala,alappuzha,2014,3.9551725,382134.0,0.32
kerala,alappuzha,2015,5.0566669,411150.0,0.32
kerala,alappuzha,2016,6.9071426,443615.0,0.32
kerala,alappuzha,2017,9.5916662,473182.0,0.32
kerala,alappuzha,2018,9.2560978,510787.0,0.32
uttar pradesh,aligarh,2000,50.5,160015.0,0.28
uttar pradesh,aligarh,2001,35.836666,162926.0,0.28
uttar pradesh,aligarh,2002,34.057144,168198.0,0.28
uttar pradesh,aligarh,2003,35.836666,177054.0,0.28
uttar pradesh,aligarh,2004,24.799999,231029.0,0.28
uttar pradesh,aligarh,2005,69.779999,244514.0,0.28
uttar pradesh,aligarh,2006,35.836666,263935.0,0.28
uttar pradesh,aligarh,2007,35.836666,280851.0,0.28
uttar pradesh,aligarh,2008,35.836666,302192.0,0.28
uttar pradesh,aligarh,2009,35.836666,320989.0,0.28
uttar pradesh,aligarh,2010,35.836666,346621.0,0.28
uttar pradesh,aligarh,2011,35.836666,645132.0,0.28
uttar pradesh,aligarh,2012,35.836666,673552.0,0.28
uttar pradesh,aligarh,2013,35.836666,707469.0,0.28
uttar pradesh,aligarh,2014,35.836666,729686.0,0.28
uttar pradesh,aligarh,2015,35.836666,792049.0,0.28
uttar pradesh,aligarh,2016,19.825001,888453.0,0.28
uttar pradesh,aligarh,2017,35.836666,922458.0,0.28
uttar pradesh,aligarh,2018,51.0,949184.0,0.28
west bengal,alipurduar,2000,16.799999,129691.0,
west bengal,alipurduar,2001,14.425,139057.0,
west bengal,alipurduar,2002,8.5159998,143931.0,
west bengal,alipurduar,2003,35.836666,152388.0,
west bengal,alipurduar,2004,6.1500001,190029.0,
west bengal,alipurduar,2005,35.836666,201994.0,
west bengal,alipurduar,2006,5.4099998,217849.0,
west bengal,alipurduar,2007,35.836666,234798.0,
west bengal,alipurduar,2008,1.6875,244262.0,
west bengal,alipurduar,2009,1.6857142,263230.0,
west bengal,alipurduar,2010,35.836666,279191.0,
west bengal,alipurduar,2011,35.836666,473205.0,
west bengal,alipurduar,2012,35.836666,492901.0,
west bengal,alipurduar,2013,5.6999998,503952.0,
west bengal,alipurduar,2014,35.836666,515702.0,
west bengal,alipurduar,2015,35.836666,546988.0,
west bengal,alipurduar,2016,8.1111107,584911.0,
west bengal,alipurduar,2017,17.042858,623787.0,
west bengal,alipurduar,2018,15.725,659288.0,
madhya pradesh,alirajpur,2000,26.92,66750.0,0.32
madhya pradesh,alirajpur,2001,36.285713,71525.0,0.32
madhya pradesh,alirajpur,2002,97.0,67795.0,0.32
madhya pradesh,alirajpur,2003,35.836666,75400.0,0.32
madhya pradesh,alirajpur,2004,87.85714,99940.0,0.32
madhya pradesh,alirajpur,2005,35.836666,104975.0,0.32
madhya pradesh,alirajpur,2006,24.822222,114545.0,0.32
madhya pradesh,alirajpur,2007,62.400002,119958.0,0.32
madhya pradesh,alirajpur,2008,122.0,135124.0,0.32
madhya pradesh,alirajpur,2009,44.777779,147933.0,0.32
madhya pradesh,alirajpur,2010,103.11111,155701.0,0.32
madhya pradesh,alirajpur,2011,69.033333,282371.0,0.32
madhya pradesh,alirajpur,2012,98.222221,306853.0,0.32
madhya pradesh,alirajpur,2013,107.5,322598.0,0.32
madhya pradesh,alirajpur,2014,82.63636,339247.0,0.32
madhya pradesh,alirajpur,2015,58.363636,370716.0,0.32
madhya pradesh,alirajpur,2016,32.200001,419465.0,0.32
madhya pradesh,alirajpur,2017,98.083336,441956.0,0.32
madhya pradesh,alirajpur,2018,29.5,482361.0,0.32
uttarakhand,almora,2000,35.836666,12582.0,0.27
uttarakhand,almora,2001,35.836666,13179.0,0.27
uttarakhand,almora,2002,35.836666,14413.0,0.27
uttarakhand,almora,2003,35.836666,15553.0,0.27
uttarakhand,almora,2004,35.836666,22288.0,0.27
uttarakhand,almora,2005,35.836666,25448.0,0.27
uttarakhand,almora,2006,35.836666,28514.0,0.27
uttarakhand,almora,2007,35.836666,33498.0,0.27
uttarakhand,almora,2008,35.836666,37064.0,0.27
uttarakhand,almora,2009,13.0,43407.0,0.27
uttarakhand,almora,2010,35.836666,47967.0,0.27
uttarakhand,almora,2011,35.836666,101960.0,0.27
uttarakhand,almora,2012,4.5999999,109528.0,0.27
uttarakhand,almora,2013,35.836666,117778.0,0.27
uttarakhand,almora,2014,35.836666,125702.0,0.27
uttarakhand,almora,2015,35.836666,136144.0,0.27
uttarakhand,almora,2016,17.0,150303.0,0.27
uttarakhand,almora,2017,35.836666,162205.0,0.27
uttarakhand,almora,2018,35.836666,166519.0,0.27
rajasthan,alwar,2000,71.431816,71764.0,0.39
rajasthan,alwar,2001,56.81818,79936.0,0.39
rajasthan,alwar,2002,50.825806,70333.0,0.39
rajasthan,alwar,2003,35.836666,92712.0,0.39
rajasthan,alwar,2004,48.894287,112636.0,0.39
rajasthan,alwar,2005,70.635292,120202.0,0.39
rajasthan,alwar,2006,69.191818,134350.0,0.39
rajasthan,alwar,2007,45.6185,140471.0,0.39
rajasthan,alwar,2008,86.96917,152284.0,0.39
rajasthan,alwar,2009,69.225807,161159.0,0.39
rajasthan,alwar,2010,52.416668,185366.0,0.39
rajasthan,alwar,2011,34.315777,395331.0,0.39
rajasthan,alwar,2012,66.862961,409802.0,0.39
rajasthan,alwar,2013,78.692307,434292.0,0.39
rajasthan,alwar,2014,42.588234,465408.0,0.39
rajasthan,alwar,2015,49.040001,501922.0,0.39
rajasthan,alwar,2016,42.682499,529650.0,0.39
rajasthan,alwar,2017,58.341,557618.0,0.39
rajasthan,alwar,2018,21.711481,568102.0,0.39
haryana,ambala,2000,21.329412,51090.0,0.37
haryana,ambala,2001,3.8,55036.0,0.37
haryana,ambala,2002,44.86842,58410.0,0.37
haryana,ambala,2003,35.836666,64156.0,0.37
haryana,ambala,2004,110.75333,86222.0,0.37
haryana,ambala,2005,84.116669,94011.0,0.37
haryana,ambala,2006,50.096363,104700.0,0.37
haryana,ambala,2007,73.433334,112896.0,0.37
haryana,ambala,2008,59.419998,121588.0,0.37
haryana,ambala,2009,139.5625,136780.0,0.37
haryana,ambala,2010,99.785713,146053.0,0.37
haryana,ambala,2011,21.566668,271152.0,0.37
haryana,ambala,2012,56.82143,289756.0,0.37
haryana,ambala,2013,25.721428,314931.0,0.37
haryana,ambala,2014,82.95385,333359.0,0.37
haryana,ambala,2015,11.5,372700.0,0.37
haryana,ambala,2016,77.723076,412055.0,0.37
haryana,ambala,2017,88.82,434407.0,0.37
haryana,ambala,2018,33.458126,470328.0,0.37
uttar pradesh,ambedkar nagar,2000,4.4050002,160015.0,0.22
uttar pradesh,ambedkar nagar,2001,13.0,162926.0,0.22
uttar pradesh,ambedkar nagar,2002,7.0,168198.0,0.22
uttar pradesh,ambedkar nagar,2003,35.836666,177054.0,0.22
uttar pradesh,ambedkar nagar,2004,29.75,231029.0,0.22
uttar pradesh,ambedkar nagar,2005,35.836666,244514.0,0.22
uttar pradesh,ambedkar nagar,2006,35.836666,263935.0,0.22
uttar pradesh,ambedkar nagar,2007,35.836666,280851.0,0.22
uttar pradesh,ambedkar nagar,2008,35.836666,302192.0,0.22
uttar pradesh,ambedkar nagar,2009,35.836666,320989.0,0.22
uttar pradesh,ambedkar nagar,2010,35.836666,346621.0,0.22
uttar pradesh,ambedkar nagar,2011,35.836666,645132.0,0.22
uttar pradesh,ambedkar nagar,2012,35.836666,673552.0,0.22
uttar pradesh,ambedkar nagar,2013,35.836666,707469.0,0.22
uttar pradesh,ambedkar nagar,2014,35.836666,729686.0,0.22
uttar pradesh,ambedkar nagar,2015,35.836666,792049.0,0.22
uttar pradesh,ambedkar nagar,2016,9.9099998,888453.0,0.22
uttar pradesh,ambedkar nagar,2017,35.836666,922458.0,0.22
uttar pradesh,ambedkar nagar,2018,3.4285715,949184.0,0.22
maharashtra,amravati,2000,167.23393,210526.0,0.29
maharashtra,amravati,2001,33.482609,217963.0,0.29
maharashtra,amravati,2002,43.341465,232994.0,0.29
maharashtra,amravati,2003,35.836666,250989.0,0.29
maharashtra,amravati,2004,79.178726,370023.0,0.29
maharashtra,amravati,2005,79.313766,423632.0,0.29
maharashtra,amravati,2006,119.16611,481983.0,0.29
maharashtra,amravati,2007,122.91087,538081.0,0.29
maharashtra,amravati,2008,144.89018,546533.0,0.29
maharashtra,amravati,2009,109.77273,599338.0,0.29
maharashtra,amravati,2010,84.75,667625.0,0.29
maharashtra,amravati,2011,121.84,1126595.0,0.29
maharashtra,amravati,2012,33.02927,1189711.0,0.29
maharashtra,amravati,2013,44.666668,1267551.0,0.29
maharashtra,amravati,2014,1.8758065,1345341.0,0.29
maharashtra,amravati,2015,30.76,1452513.0,0.29
maharashtra,amravati,2016,29.063492,1596121.0,0.29
maharashtra,amravati,2017,93.92424,1661065.0,0.29
maharashtra,amravati,2018,25.938749,1728578.0,0.29
gujarat,amreli,2000,91.826088,86431.0,0.19
gujarat,amreli,2001,35.836666,93455.0,0.19
gujarat,amreli,2002,43.68182,101603.0,0.19
gujarat,amreli,2003,35.836666,118525.0,0.19
gujarat,amreli,2004,93.6875,172265.0,0.19
gujarat,amreli,2005,102.60714,197270.0,0.19
gujarat,amreli,2006,94.152382,213954.0,0.19
gujarat,amreli,2007,87.0,239253.0,0.19
gujarat,amreli,2008,83.108109,249480.0,0.19
gujarat,amreli,2009,71.974358,284732.0,0.19
gujarat,amreli,2010,91.827583,315892.0,0.19
gujarat,amreli,2011,86.605263,532809.0,0.19
gujarat,amreli,2012,101.12904,596659.0,0.19
gujarat,amreli,2013,70.730766,641489.0,0.19
gujarat,amreli,2014,72.457146,705629.0,0.19
gujarat,amreli,2015,61.560974,774775.0,0.19
gujarat,amreli,2016,70.605263,843930.0,0.19
gujarat,amreli,2017,72.121948,946511.0,0.19
gujarat,amreli,2018,52.200001,1034399.0,0.19
punjab,amritsar,2000,17.08,63172.0,0.3
punjab,amritsar,2001,0.0,63995.0,0.3
punjab,amritsar,2002,32.099998,65085.0,0.3
punjab,amritsar,2003,35.836666,69149.0,0.3
punjab,amritsar,2004,7.79,86108.0,0.3
punjab,amritsar,2005,1.74,90330.0,0.3
punjab,amritsar,2006,5.1999998,100072.0,0.3
punjab,amritsar,2007,40.157143,108738.0,0.3
punjab,amritsar,2008,30.35,114766.0,0.3
punjab,amritsar,2009,55.5,122097.0,0.3
punjab,amritsar,2010,25.483334,129983.0,0.3
punjab,amritsar,2011,11.4,239227.0,0.3
punjab,amritsar,2012,25.577778,251813.0,0.3
punjab,amritsar,2013,21.688889,267515.0,0.3
punjab,amritsar,2014,52.037777,278485.0,0.3
punjab,amritsar,2015,25.522223,294895.0,0.3
punjab,amritsar,2016,27.555555,315783.0,0.3
punjab,amritsar,2017,14.333333,335057.0,0.3
punjab,amritsar,2018,16.771999,353942.0,0.3
uttar pradesh,amroha,2000,35.836666,160015.0,
uttar pradesh,amroha,2001,5.0,162926.0,
uttar pradesh,amroha,2002,35.836666,168198.0,
uttar pradesh,amroha,2003,35.836666,177054.0,
uttar pradesh,amroha,2004,87.0,231029.0,
uttar pradesh,amroha,2005,35.836666,244514.0,
uttar pradesh,amroha,2006,35.836666,263935.0,
uttar pradesh,amroha,2007,35.836666,280851.0,
uttar pradesh,amroha,2008,35.836666,302192.0,
uttar pradesh,amroha,2009,35.836666,320989.0,
uttar pradesh,amroha,2010,35.836666,346621.0,
uttar pradesh,amroha,2011,35.836666,645132.0,
uttar pradesh,amroha,2012,35.836666,673552.0,
uttar pradesh,amroha,2013,35.836666,707469.0,
uttar pradesh,amroha,2014,35.836666,729686.0,
uttar pradesh,amroha,2015,35.836666,792049.0,
uttar pradesh,amroha,2016,67.333336,888453.0,
uttar pradesh,amroha,2017,35.836666,922458.0,
uttar pradesh,amroha,2018,117.0,949184.0,
gujarat,anand,2000,34.666668,86431.0,0.21
gujarat,anand,2001,35.836666,93455.0,0.21
gujarat,anand,2002,39.333332,101603.0,0.21
gujarat,anand,2003,35.836666,118525.0,0.21
gujarat,anand,2004,43.125,172265.0,0.21
gujarat,anand,2005,23.777779,197270.0,0.21
gujarat,anand,2006,32.799999,213954.0,0.21
gujarat,anand,2007,51.0,239253.0,0.21
gujarat,anand,2008,54.125,249480.0,0.21
gujarat,anand,2009,34.0,284732.0,0.21
gujarat,anand,2010,60.125,315892.0,0.21
gujarat,anand,2011,38.625,532809.0,0.21
gujarat,anand,2012,53.333332,596659.0,0.21
gujarat,anand,2013,41.900002,641489.0,0.21
gujarat,anand,2014,41.375,705629.0,0.21
gujarat,anand,2015,34.599998,774775.0,0.21
gujarat,anand,2016,23.700001,843930.0,0.21
gujarat,anand,2017,36.615383,946511.0,0.21
gujarat,anand,2018,54.5,1034399.0,0.21
andhra pradesh,anantapur,2000,98.588234,126035.0,0.27
andhra pradesh,anantapur,2001,112.68,131750.0,0.27
andhra pradesh,anantapur,2002,165.56599,134749.0,0.27
andhra pradesh,anantapur,2003,104.025,147950.0,0.27
andhra pradesh,anantapur,2004,142.61111,121388.0,0.27
andhra pradesh,anantapur,2005,150.18182,128150.0,0.27
andhra pradesh,anantapur,2006,209.39063,141610.0,0.27
andhra pradesh,anantapur,2007,130.77777,159270.0,0.27
andhra pradesh,anantapur,2008,204.83333,163341.0,0.27
andhra pradesh,anantapur,2009,144.66667,174401.0,0.27
andhra pradesh,anantapur,2010,142.66667,186041.0,0.27
andhra pradesh,anantapur,2011,131.125,339996.0,0.27
andhra pradesh,anantapur,2012,112.6087,341335.0,0.27
andhra pradesh,anantapur,2013,89.119354,360239.0,0.27
andhra pradesh,anantapur,2014,154.63333,397064.0,0.27
andhra pradesh,anantapur,2015,127.61111,446997.0,0.27
andhra pradesh,anantapur,2016,264.16129,477566.0,0.27
andhra pradesh,anantapur,2017,150.43478,526626.0,0.27
andhra pradesh,anantapur,2018,151.78918,558862.0,0.27
jammu and kashmir,anantnag,2000,35.836666,13917.0,0.17
jammu and kashmir,anantnag,2001,35.836666,14185.0,0.17
jammu and kashmir,anantnag,2002,35.836666,14907.0,0.17
jammu and kashmir,anantnag,2003,35.836666,15673.0,0.17
jammu and kashmir,anantnag,2004,35.836666,23292.0,0.17
jammu and kashmir,anantnag,2005,35.836666,24371.0,0.17
jammu and kashmir,anantnag,2006,35.836666,25794.0,0.17
jammu and kashmir,anantnag,2007,35.836666,27387.0,0.17
jammu and kashmir,anantnag,2008,35.836666,29102.0,0.17
jammu and kashmir,anantnag,2009,35.836666,30512.0,0.17
jammu and kashmir,anantnag,2010,35.836666,32256.0,0.17
jammu and kashmir,anantnag,2011,35.836666,65319.0,0.17
jammu and kashmir,anantnag,2012,17.0,67316.0,0.17
jammu and kashmir,anantnag,2013,70.0,70536.0,0.17
jammu and kashmir,anantnag,2014,48.0,67154.0,0.17
jammu and kashmir,anantnag,2015,5.6999998,80602.0,0.17
jammu and kashmir,anantnag,2016,23.0,82636.0,0.17
jammu and kashmir,anantnag,2017,35.836666,87591.0,0.17
jammu and kashmir,anantnag,2018,35.836666,93072.0,0.17
odisha,anugul,2000,48.645668,37386.0,
odisha,anugul,2001,35.836666,39662.0,
odisha,anugul,2002,43.281212,39377.0,
odisha,anugul,2003,16.287895,45127.0,
odisha,anugul,2004,14.131579,67987.0,
odisha,anugul,2005,35.836666,71005.0,
odisha,anugul,2006,35.836666,79845.0,
odisha,anugul,2007,35.836666,86692.0,
odisha,anugul,2008,35.836666,93207.0,
odisha,anugul,2009,35.836666,93957.0,
odisha,anugul,2010,35.836666,99880.0,
odisha,anugul,2011,35.836666,204226.0,
odisha,anugul,2012,35.836666,216301.0,
odisha,anugul,2013,35.836666,233122.0,
odisha,anugul,2014,35.836666,235931.0,
odisha,anugul,2015,35.836666,253192.0,
odisha,anugul,2016,35.836666,293348.0,
odisha,anugul,2017,35.836666,316192.0,
odisha,anugul,2018,0.0,338339.0,
madhya pradesh,anuppur,2000,35.836666,66750.0,0.37
madhya pradesh,anuppur,2001,22.23077,71525.0,0.37
madhya pradesh,anuppur,2002,25.846153,67795.0,0.37
madhya pradesh,anuppur,2003,35.836666,75400.0,0.37
madhya pradesh,anuppur,2004,34.711113,99940.0,0.37
madhya pradesh,anuppur,2005,10.81,104975.0,0.37
madhya pradesh,anuppur,2006,23.799999,114545.0,0.37
madhya pradesh,anuppur,2007,28.5,119958.0,0.37
madhya pradesh,anuppur,2008,35.836666,135124.0,0.37
madhya pradesh,anuppur,2009,14.83077,147933.0,0.37
madhya pradesh,anuppur,2010,31.666666,155701.0,0.37
madhya pradesh,anuppur,2011,6.3358335,282371.0,0.37
madhya pradesh,anuppur,2012,25.923077,306853.0,0.37
madhya pradesh,anuppur,2013,84.0,322598.0,0.37
madhya pradesh,anuppur,2014,22.352942,339247.0,0.37
madhya pradesh,anuppur,2015,18.25,370716.0,0.37
madhya pradesh,anuppur,2016,9.0625,419465.0,0.37
madhya pradesh,anuppur,2017,9.8095236,441956.0,0.37
madhya pradesh,anuppur,2018,28.9375,482361.0,0.37
bihar,araria,2000,35.836666,53656.0,0.23
bihar,araria,2001,35.836666,50579.0,0.23
bihar,araria,2002,35.836666,56975.0,0.23
bihar,araria,2003,35.836666,53301.0,0.23
bihar,araria,2004,35.836666,70167.0,0.23
bihar,araria,2005,12.0,68419.0,0.23
bihar,araria,2006,35.836666,80260.0,0.23
bihar,araria,2007,35.836666,84415.0,0.23
bihar,araria,2008,35.836666,97284.0,0.23
bihar,araria,2009,35.836666,101938.0,0.23
bihar,araria,2010,35.836666,117503.0,0.23
bihar,araria,2011,35.836666,228497.0,0.23
bihar,araria,2012,35.836666,236933.0,0.23
bihar,araria,2013,11.8,246915.0,0.23
bihar,araria,2014,35.836666,255739.0,0.23
bihar,araria,2015,35.836666,269200.0,0.23
bihar,araria,2016,22.895555,289265.0,0.23
bihar,araria,2017,35.836666,312605.0,0.23
bihar,araria,2018,35.836666,345545.0,0.23
tamilnadu,ariyalur,2000,9.0,126349.0,0.24
tamilnadu,ariyalur,2001,26.966667,123901.0,0.24
tamilnadu,ariyalur,2002,35.836666,124521.0,0.24
tamilnadu,ariyalur,2003,35.836666,132281.0,0.24
tamilnadu,ariyalur,2004,4.8999996,193645.0,0.24
tamilnadu,ariyalur,2005,59.0,221588.0,0.24
tamilnadu,ariyalur,2006,57.0,256286.0,0.24
tamilnadu,ariyalur,2007,24.0,272340.0,0.24
tamilnadu,ariyalur,2008,35.836666,286744.0,0.24
tamilnadu,ariyalur,2009,2.8333333,316760.0,0.24
tamilnadu,ariyalur,2010,5.3333335,359961.0,0.24
tamilnadu,ariyalur,2011,33.5,674478.0,0.24
tamilnadu,ariyalur,2012,18.666666,709343.0,0.24
tamilnadu,ariyalur,2013,61.0,750416.0,0.24
tamilnadu,ariyalur,2014,35.836666,791915.0,0.24
tamilnadu,ariyalur,2015,23.0,862437.0,0.24
tamilnadu,ariyalur,2016,54.400002,922084.0,0.24
